case,x_type,M_center,x_center,epsilon_center,contribution_fraction,contribution_percent
Displacement_total_plot_binned,x_over_L,6.85,0.275,1.25,0.001001001001,0.1001001
Displacement_total_plot_binned,x_over_L,6.85,0.325,1.25,0.001301301301,0.13013013
Displacement_total_plot_binned,x_over_L,6.85,0.375,1.25,0.0002002002002,0.02002002
Displacement_total_plot_binned,x_over_L,6.85,0.425,1.25,0.0006006006006,0.06006006
Displacement_total_plot_binned,x_over_L,6.85,0.475,0.75,0.0003003003003,0.03003003
Displacement_total_plot_binned,x_over_L,6.95,0.025,1.25,0.002502502503,0.25025025
Displacement_total_plot_binned,x_over_L,6.95,0.025,2,0.003603603604,0.36036036
Displacement_total_plot_binned,x_over_L,6.95,0.075,1.25,0.006406406406,0.64064064
Displacement_total_plot_binned,x_over_L,6.95,0.125,0.75,0.007307307307,0.73073073
Displacement_total_plot_binned,x_over_L,6.95,0.125,1.25,0.1079079079,10.790791
Displacement_total_plot_binned,x_over_L,6.95,0.175,0.75,0.004304304304,0.43043043
Displacement_total_plot_binned,x_over_L,6.95,0.225,0.75,0.003503503504,0.35035035
Displacement_total_plot_binned,x_over_L,6.95,0.275,0.75,0.0007007007007,0.07007007
Displacement_total_plot_binned,x_over_L,6.95,0.325,0.75,0.001001001001,0.1001001
Displacement_total_plot_binned,x_over_L,6.95,0.375,0.75,0.0004004004004,0.04004004
Displacement_total_plot_binned,x_over_L,6.95,0.425,0.75,0.0004004004004,0.04004004
Displacement_total_plot_binned,x_over_L,6.95,0.475,0.75,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,7.05,0.025,1.25,0.02582582583,2.5825826
Displacement_total_plot_binned,x_over_L,7.05,0.075,1.25,0.02392392392,2.3923924
Displacement_total_plot_binned,x_over_L,7.05,0.125,0.75,0.1768768769,17.687688
Displacement_total_plot_binned,x_over_L,7.05,0.175,0.75,0.002702702703,0.27027027
Displacement_total_plot_binned,x_over_L,7.05,0.225,0.75,0.003303303303,0.33033033
Displacement_total_plot_binned,x_over_L,7.05,0.275,0.75,0.001401401401,0.14014014
Displacement_total_plot_binned,x_over_L,7.05,0.325,0.25,0.0005005005005,0.05005005
Displacement_total_plot_binned,x_over_L,7.05,0.375,0.25,0.0004004004004,0.04004004
Displacement_total_plot_binned,x_over_L,7.05,0.425,0.25,0.0002002002002,0.02002002
Displacement_total_plot_binned,x_over_L,7.05,0.475,0.25,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,7.15,0.025,1.25,0.01231231231,1.2312312
Displacement_total_plot_binned,x_over_L,7.15,0.075,0.75,0.008108108108,0.81081081
Displacement_total_plot_binned,x_over_L,7.15,0.075,1.25,0.006006006006,0.6006006
Displacement_total_plot_binned,x_over_L,7.15,0.125,0.75,0.2945945946,29.459459
Displacement_total_plot_binned,x_over_L,7.15,0.175,0.75,0.004404404404,0.44044044
Displacement_total_plot_binned,x_over_L,7.15,0.225,0.25,0.002102102102,0.21021021
Displacement_total_plot_binned,x_over_L,7.15,0.275,0.25,0.0006006006006,0.06006006
Displacement_total_plot_binned,x_over_L,7.15,0.325,0.25,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,7.15,0.425,0.25,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,7.25,0.025,0.75,0.001201201201,0.12012012
Displacement_total_plot_binned,x_over_L,7.25,0.025,1.25,0.002602602603,0.26026026
Displacement_total_plot_binned,x_over_L,7.25,0.075,0.75,0.003903903904,0.39039039
Displacement_total_plot_binned,x_over_L,7.25,0.125,0.25,0.004304304304,0.43043043
Displacement_total_plot_binned,x_over_L,7.25,0.125,0.75,0.2189189189,21.891892
Displacement_total_plot_binned,x_over_L,7.25,0.175,0.25,0.001101101101,0.11011011
Displacement_total_plot_binned,x_over_L,7.25,0.225,0.25,0.0007007007007,0.07007007
Displacement_total_plot_binned,x_over_L,7.25,0.275,0.25,0.0001001001001,0.01001001
Displacement_total_plot_binned,x_over_L,7.25,0.325,0.25,0.0001001001001,0.01001001
